SPECIMEN A7			
DISP(mm)	SHEAR(kN)		
-1.59750793	-6.781664759		
-2.872746528	-8.213639837		
-4.124966909	-9.618156183		
-5.390997625	-10.92184469		
-6.652425125	-12.18232473		
-7.900041579	-13.459884		
-9.156865151	-14.69768048		
-10.40448138	-16.01749354		
-11.69353145	-17.36963791		
-12.9135251	-18.59758949		
-13.3094476	-18.04006787		
-13.30484385	-17.76619127		
-13.30484385	-17.53552211		
-13.3094476	-17.43247177		
-13.30484385	-17.36844092		
-13.31405135	-17.34999568		
-12.93654388	-14.6660615		
-11.68432393	-8.715996094		
-10.43210393	-5.216857817		
-9.156865151	-2.695392141		
-7.909249079	-0.496279564		
-6.6340101	1.522336927		
-5.377186528	3.451840687		
-4.111155075	5.279274813		
-2.881954434	6.99139275		
-1.59750793	8.740224359		
-0.340683621	10.46028494		
0.299237654	10.53806275		
