Kowalsky & Moyer 2001 No.1	
13.222	60.52076086
14.822	62.44739448
16.584	63.39542054
18.305	65.41379862
19.722	66.88170995
21.484	69.14473992
23.266	71.25486245
24.906	73.3344035
26.364	75.26103712
28.267	77.61581155
29.988	79.42011922
31.75	80.82686758
33.491	82.63117526
35.293	85.10827562
36.933	87.55479451
38.412	90.06247636
40.234	92.6007397
41.955	95.20016602
43.818	97.06563666
45.438	99.1757592
47.301	102.0198374
48.678	104.9250786
50.5	107.341016
52.16	110.0016053
53.861	112.8762649
55.319	115.2922023
57.101	117.3411619
58.741	120.3993105
60.503	122.0201293
62.204	124.4972296
63.884	127.2495634
65.606	129.7878267
67.185	131.9591122
69.007	134.1303977
70.688	136.3628462
72.126	138.5035502
73.786	139.2375059
74.373	138.6564577
74.393	138.0448279
74.393	137.6472686
74.393	137.4026167
74.373	137.2802908
74.333	136.913313
74.373	136.913313
74.393	136.790987
74.373	136.729824
74.373	136.5157536
74.373	136.4851722
74.373	136.3934277
74.393	136.2405203
74.393	136.2099388
74.393	136.0570314
74.393	136.1487758
74.393	136.1181943
74.393	136.0570314
74.414	135.9958684
74.393	135.9347054
74.434	135.9347054
74.393	135.7512165
74.393	135.7512165
74.353	135.8123795
74.393	135.781798
74.393	135.6288905
74.373	135.6900535
74.353	135.5677276
74.393	135.5371461
74.393	135.4454016
74.393	135.4454016
74.373	135.3842387
74.434	135.4148201
74.393	135.4454016
74.353	135.4454016
74.393	135.2619127
74.393	135.2313312
74.373	135.2619127
74.393	135.3230757
74.373	135.1395868
74.414	135.1701683
74.393	135.1395868
74.393	135.0172608
74.393	135.1701683
74.393	135.0784238
74.393	135.1701683
74.414	135.0784238
74.414	135.0784238
74.373	135.1090053
74.393	134.9560979
74.393	135.1090053
74.414	135.0172608
74.393	134.8949349
74.414	133.9469088
74.393	133.9469088
74.434	133.9469088
74.393	133.9163273
74.373	133.9469088
74.414	133.8857458
74.353	131.8367863
74.393	122.1424552
73.219	112.6316131
71.842	107.9220642
70.162	101.9280929
68.845	96.97389221
67.205	91.83620255
65.423	86.66793141
63.864	81.74431216
62.285	76.02557427
60.584	71.74416623
59.328	66.60647658
57.79	62.20274259
55.927	57.61551968
54.266	53.30353015
52.727	48.34932942
51.027	44.15966583
49.326	40.52046899
47.564	35.93324609
46.167	31.62125656
44.385	28.25729309
42.542	24.98507409
40.902	20.76482902
39.039	17.9513323
37.136	14.28155398
35.415	10.88700903
33.937	7.675952994
32.317	4.250826558
30.413	1.834889162
28.692	-1.070352011
26.85	-3.945011698
24.987	-6.391530581
23.407	-9.357934726
21.788	-11.86561658
20.046	-14.83202073
18.588	-16.72807286
16.948	-19.41924363
15.024	-21.98808846
13.546	-24.15937396
11.906	-27.1563596
10.124	-29.90869334
8.423	-32.1717233
6.743	-34.12893841
5.143	-36.66720175
3.321	-38.93023172
1.762	-41.04035425
-0.02	-43.24222125
-1.701	-45.9639735
-3.361	-48.25758496
-5.082	-49.57258886
-6.642	-51.98852625
-8.403	-54.0680673
-10.003	-56.11702687
-11.623	-57.98249752
-13.364	-60.39843491
-15.105	-62.53913893
-16.725	-64.3740281
-18.548	-66.45356915
-20.431	-69.02241397
-22.334	-70.4903253
-24.136	-73.27324053
-25.898	-75.78092239
-27.903	-77.4934856
-29.765	-80.00116746
-31.446	-82.99815309
-33.289	-86.05630169
-35.071	-88.0135168
-36.772	-91.01050243
-38.553	-94.25213995
-40.538	-96.23993654
-42.198	-99.14517771
-43.697	-102.4785597
-45.296	-105.4449638
-47.058	-107.9526457
-48.657	-110.5826535
-50.338	-113.824291
-51.877	-116.5460433
-53.537	-119.0537251
-55.097	-121.6837329
-57.101	-124.5583926
-58.802	-126.5461892
-60.584	-129.3596859
-62.285	-132.2343456
-63.905	-134.3138866
-65.545	-136.85215
-67.266	-139.4209948
-69.028	-141.194721
-70.627	-143.7635658
-72.409	-145.9654328
-73.179	-139.8491356
-73.138	-139.8797171
-73.179	-139.8185541
-73.158	-139.8491356
-73.158	-139.8185541
-73.179	-139.8491356
-73.138	-139.7879726
-73.179	-139.8797171
-73.138	-130.4300379
-72.632	-120.6745439
-70.87	-114.9252245
-69.473	-108.5031124
-67.833	-102.1727448
-66.031	-96.5457514
-64.391	-90.79643203
-62.588	-84.98594968
-60.867	-79.42011922
-59.328	-73.91545174
-57.749	-68.7471806
-56.008	-63.60949095
-54.347	-57.92133454
-52.95	-53.24236718
-51.27	-48.41049239
-49.407	-43.39512868
-47.686	-38.68557983
-45.843	-34.25126436
-43.98	-29.66404145
-42.32	-25.62728529
-40.902	-21.19296982
-39.12	-17.7372619
-37.176	-13.66992426
-35.455	-9.694331072
-33.673	-6.146878692
-31.851	-2.905241173
-30.13	0.45872229
-28.328	3.272219005
-26.708	6.513856525
-24.967	9.510842156
-23.063	12.20201293
-21.302	14.77085775
-19.56	17.43144704
-17.697	20.52017713
-15.915	22.38564777
-14.134	24.9544926
-12.534	27.85973377
-11.036	29.81694888
-9.335	32.32463074
-7.593	35.07696448
-5.832	36.91185364
-4.455	39.6336059
-2.572	42.04954329
-0.891	43.60919908
1.033	46.11688094
2.572	48.53281833
4.353	50.49003344
5.953	52.08027071
7.613	54.19039325
9.436	56.6980751
11.157	58.44121981
13.06	59.48099033
14.68	61.89692773
15.976	63.2730946
17.9	65.689032
19.641	67.58508413
21.464	69.63404369
23.144	71.5912588
24.683	73.18149607
26.445	74.09894065
28.267	76.66778548
29.968	78.62500059
31.75	81.0103565
33.491	82.84524566
35.334	85.13885711
37.136	87.43246856
38.898	88.83921692
40.497	91.40806175
42.178	94.19097698
44.041	96.42342546
45.762	99.23692217
47.463	101.6222781
49.285	103.5794932
50.804	106.3318269
52.505	109.1759051
54.125	110.9496313
55.663	113.2432428
57.547	116.4542988
58.944	118.5644213
60.786	121.0721032
62.71	123.702111
64.35	126.0874669
66.092	127.5247968
67.873	129.8489897
69.493	132.3566715
70.992	134.2221422
72.571	136.6074981
74.292	138.992854
75.953	139.6350652
77.593	141.4699544
79.253	142.6320508
80.914	144.3446141
82.695	145.0479882
84.214	146.2406662
86.016	147.3721812
87.616	147.0663663
89.215	147.739159
90.815	148.5954406
92.516	148.9624185
94.197	150.4303298
96.019	150.6749817
97.76	150.8584706
99.32	151.3171929
101	150.6749817
102.742	151.133704
104.604	152.2958004
106.488	152.08173
108.33	152.5098708
109.91	152.142893
111.469	151.7147522
112.279	150.7667261
112.279	149.6963741
112.258	148.0755554
112.339	147.8309035
112.279	147.5556701
112.258	147.2498552
112.258	147.1275293
112.258	147.0969478
112.279	146.8217144
112.339	146.6993885
112.279	146.5464811
112.279	142.6626323
112.299	142.5708879
112.279	142.6320508
112.339	142.6014694
112.279	142.5403064
112.299	141.0112321
112.117	129.4514304
110.436	121.4084995
108.573	115.0475504
106.67	108.9312532
104.766	102.7232116
102.985	96.79040329
100.798	90.55178014
98.854	85.1694386
97.072	79.35895625
94.946	73.82370728
93.002	68.22729534
90.997	62.75320934
89.013	57.52377522
86.907	52.29434111
85.206	47.49304781
83.262	42.29419518
81.258	37.76813525
79.314	33.24207532
77.532	28.74659687
75.487	24.22053694
73.3	20.15319929
71.194	16.02469868
69.331	11.77387212
67.549	8.104093798
65.363	4.189663586
63.52	0.581048235
61.596	-2.660589285
59.693	-5.841063832
57.992	-9.021538379
55.765	-11.80445361
53.861	-14.61795032
51.634	-17.40086555
49.528	-19.72505849
47.503	-22.1104144
45.559	-24.34286288
43.413	-26.91170771
41.246	-29.38880808
39.161	-31.65183804
37.014	-33.76196058
34.969	-36.116735
32.945	-38.25743903
30.656	-40.12290967
28.713	-42.20245072
26.505	-44.12908434
24.379	-46.30036985
22.193	-48.10467753
20.249	-50.18421858
18.325	-51.80503734
16.361	-53.57876353
14.316	-55.41365269
12.433	-56.97330848
10.327	-58.86936061
8.241	-60.58192383
6.095	-61.83576476
4.131	-63.36483906
2.146	-64.95507633
0.041	-66.85112846
-1.984	-68.04380642
-3.969	-69.75636964
-5.913	-71.13253651
-7.998	-72.63102932
-9.962	-74.16010363
-12.129	-75.81150387
-13.891	-77.46290412
-16.179	-78.83907099
-18.345	-80.82686758
-20.532	-82.47826783
-22.719	-84.00734213
-24.926	-85.87281278
-27.133	-87.7994464
-29.381	-89.66491704
-31.345	-91.56096918
-33.532	-93.67109171
-35.719	-95.62830682
-37.885	-98.01366273
-39.971	-100.0932038
-42.137	-102.5091412
-44.021	-104.7415897
-45.944	-107.1269456
-47.989	-109.4511385
-49.852	-112.0199833
-51.897	-114.6805726
-53.841	-117.1270915
-56.028	-119.420703
-58.235	-122.1118737
-60.078	-124.5583926
-62.082	-126.6379337
-64.168	-129.23736
-66.233	-131.439227
-68.319	-133.8245829
-70.263	-135.8123795
-72.227	-137.7695946
-74.272	-139.4209948
-76.317	-140.8889061
-78.727	-142.326236
-80.711	-143.7635658
-82.756	-145.2314772
-85.105	-146.3935736
-87.332	-147.9838109
-89.539	-148.6566036
-91.787	-149.5128852
-93.994	-150.7361446
-96.383	-151.3171929
-98.57	-152.0511485
-100.96	-152.9685931
-103.086	-153.7637118
-105.192	-154.0389451
-107.358	-154.4976674
-109.12	-154.7729008
-111.084	-154.405923
-111.165	-152.4487079
-111.165	-151.6230077
-111.165	-151.072541
-111.165	-150.7361446
-111.205	-150.4609113
-111.165	-150.0327705
-111.165	-149.8492816
-111.165	-149.7575371
-111.185	-149.6352112
-111.185	-149.4211407
-111.165	-149.2682333
-111.165	-149.1459074
-111.165	-148.809511
-111.165	-148.4731147
-111.124	-148.1367183
-111.165	-147.7085775
-111.165	-147.6474146
-111.165	-147.5556701
-111.185	-147.4945071
-111.165	-147.4639256
-111.205	-147.4333442
-111.165	-147.4333442
-111.165	-147.3110182
-111.165	-147.2804367
-111.165	-147.1275293
-111.145	-147.1886923
-111.205	-147.0663663
-111.165	-146.9746219
-111.124	-146.9440404
-111.185	-146.9440404
-111.165	-146.9134589
-111.145	-146.8522959
-111.165	-146.8217144
-111.185	-146.8217144
-111.165	-146.6993885
-111.185	-146.8522959
-111.165	-146.7605515
-111.205	-146.791133
-111.205	-146.5770625
-111.185	-146.5770625
-111.124	-146.6993885
-111.185	-146.5464811
-111.124	-146.4547366
-111.205	-146.4853181
-111.165	-146.3935736
-111.145	-146.4547366
-111.165	-146.4547366
-111.145	-146.2712477
-111.165	-146.3629921
-111.185	-146.3629921
-111.165	-146.0877588
-111.124	-146.0877588
-111.185	-146.0265958
-111.165	-145.9654328
-111.185	-145.8431069
-111.165	-145.8125254
-111.165	-145.7207809
-111.185	-145.659618
-111.185	-145.659618
-111.165	-145.537292
-111.165	-145.3843846
-111.165	-145.3538031
-111.165	-145.2926401
-111.165	-145.2620586
-111.165	-145.2008957
-111.205	-145.1703142
-111.185	-145.0479882
-111.185	-145.0785697
-111.145	-144.9868253
-111.145	-144.8950808
-111.165	-144.8644993
-111.165	-144.8644993
-111.145	-144.8033364
-111.165	-144.8644993
-111.165	-143.5494954
-111.185	-143.5189139
-111.185	-143.5800769
-111.165	-143.5494954
-111.165	-143.5494954
-111.185	-143.335425
-111.165	-143.4271695
-111.124	-143.335425
-111.165	-143.396588
-111.145	-143.457751
-111.165	-139.4209948
-110.76	-127.6165412
-108.938	-120.7357069
-107.135	-113.6102206
-105.252	-106.3624084
-103.187	-99.66506298
-101.122	-92.69248416
-98.57	-86.63734993
-96.302	-80.00116746
-94.116	-74.06835917
-92.131	-67.76857305
-90.147	-62.1721611
-88.061	-56.0558639
-85.631	-50.61235938
-83.586	-45.13827338
-81.48	-39.45011698
-79.375	-34.70998665
-77.39	-29.57229699
-75.244	-24.9544926
-73.32	-20.27552524
-71.336	-16.33051354
-69.21	-11.80445361
-67.063	-7.737115966
-65.039	-4.00617467
-63.257	-0.275233374
-61.151	3.272219005
-59.146	6.208041664
-57.223	9.388516212
-55.097	12.53840927
-52.93	15.13783559
-50.824	17.67609893
-48.799	20.3672697
-46.855	22.9972775
-44.486	25.32147043
-42.38	27.76798932
-40.517	29.96985631
-38.472	32.50811965
-36.326	34.67940516
-34.099	37.15650553
-31.993	38.68557983
-29.968	41.65198397
-27.599	43.36454719
-25.432	45.87222905
-23.326	47.2789774
-21.099	49.4808444
-18.993	51.28515207
-16.908	53.30353015
-14.984	54.77144148
-13.04	56.51458619
-11.036	58.28831238
-9.193	59.97029411
-6.885	61.46878692
-4.92	62.69204636
-2.673	64.43519107
-0.85	65.84193943
1.215	67.4321767
3.24	68.5331102
5.265	70.12334747
7.31	71.56067731
9.193	73.08975161
11.137	74.49649997
13.587	75.7503409
15.531	76.8512744
17.535	78.3803487
19.52	79.66477111
21.585	80.70454164
23.65	82.14187148
25.554	82.9675716
27.579	84.25199402
29.826	85.44467197
31.912	86.39269804
34.119	87.55479451
36.144	88.86979841
38.148	90.12363933
40.214	91.34689878
42.421	93.39585834
44.486	93.88516212
46.511	95.65888831
48.455	97.12679964
50.338	98.2888961
52.565	99.69564446
54.631	101.1329743
56.575	102.5091412
58.478	103.8241451
60.422	105.2920564
62.447	107.0046196
64.512	108.411368
66.658	110.0933497
68.602	111.2554462
70.546	113.0597539
72.328	114.3441763
74.555	116.2096469
76.439	117.3717434
78.565	119.8794252
80.65	120.6133809
82.412	122.8458294
84.437	123.8855999
86.624	125.8122335
88.284	127.0660745
90.208	128.5645673
92.293	129.7572452
94.521	131.1945751
96.545	132.5401605
98.53	133.9774903
100.555	134.9866793
102.924	136.3016832
104.766	137.4637797
106.67	138.6870392
108.877	139.4209948
110.8	141.0418136
112.42	140.9500691
112.501	139.6044837
112.501	138.7787836
112.522	137.5861057
112.522	137.3720353
112.522	137.1885463
112.542	137.0356389
112.522	136.8215685
112.481	136.6992426
112.501	136.6686611
112.501	136.5463351
112.542	136.3628462
112.522	136.3628462
112.522	136.2711018
112.542	136.1487758
112.501	136.1487758
112.522	136.1181943
112.501	135.9652869
112.501	135.9041239
112.542	135.8735424
112.501	135.781798
112.522	135.842961
112.522	135.6900535
112.501	135.5983091
112.522	135.720635
112.501	135.5677276
112.501	135.5371461
112.542	135.5065646
112.522	135.5371461
112.501	135.5065646
112.501	135.4454016
112.522	135.2924942
112.522	135.3842387
112.542	135.2619127
112.522	135.2619127
112.522	135.2924942
112.501	135.2007497
112.522	135.1395868
112.542	125.842815
111.327	115.5980172
109.545	110.0321867
107.682	104.2522859
105.86	98.16657016
103.855	92.69248416
101.506	86.6985129
99.583	81.19384541
97.841	76.11731873
95.978	70.42916233
93.792	65.10798376
91.949	60.27610897
89.762	55.01609337
87.879	50.42887047
85.935	45.44408824
83.829	41.10151723
81.885	36.82010918
79.982	32.75277154
78.16	28.34903755
76.175	24.67925923
74.231	20.61192159
72.085	16.91156178
70.242	13.76166871
68.278	10.09189039
66.335	6.544438011
64.269	3.516870894
62.123	0.397559318
60.219	-2.293611452
58.498	-4.831874793
56.352	-7.492464078
54.408	-9.816657016
52.282	-12.38550184
50.217	-14.8931837
48.151	-17.5231915
46.187	-19.66389552
44.142	-22.17157737
42.056	-24.61809626
39.849	-26.94228919
37.743	-29.54171551
35.638	-31.5295121
33.714	-34.1595199
31.608	-36.116735
29.482	-38.19627605
27.376	-40.30639859
25.108	-42.56942856
22.942	-44.31257326
20.998	-46.02513648
19.115	-48.10467753
17.151	-49.63375183
15.004	-51.56038545
13.283	-52.99771529
11.278	-54.71027851
9.031	-56.17818984
6.945	-57.89075306
4.941	-59.35866439
2.916	-61.0712276
0.81	-62.41681299
-1.093	-63.91530581
-3.28	-65.53612456
-5.265	-66.75938401
-7.168	-68.28845831
-9.233	-69.60346221
-11.177	-71.01021056
-13.222	-72.35579595
-15.247	-73.73196282
-17.535	-74.58824443
-19.601	-76.14790022
-21.929	-77.92162641
-24.096	-78.86965247
-26.141	-80.45988975
-28.389	-81.74431216
-30.494	-83.05931606
-32.641	-84.43548293
-34.868	-85.78106832
-36.954	-87.46305005
-39.08	-88.80863543
-41.307	-90.42945419
-43.292	-91.86678404
-45.276	-93.60992874
-47.341	-95.53656236
-49.245	-97.09621815
-51.27	-98.9616888
-53.315	-100.5519261
-55.4	-102.6314671
-57.425	-104.2828674
-59.551	-106.3012454
-61.455	-107.9526457
-63.378	-109.9098608
-65.484	-111.5918425
-67.57	-113.9160355
-69.534	-115.5368542
-71.68	-117.4329064
-73.705	-119.1760511
-75.73	-121.1944291
-77.876	-123.2128072
-80.104	-125.0171149
-81.966	-126.913167
-84.417	-128.8398006
-86.462	-130.6746898
-88.77	-132.387253
-90.997	-134.0386533
-93.306	-136.0570314
-95.634	-137.4637797
-97.74	-139.4821578
-99.907	-140.7054172
-102.094	-142.3568175
-104.159	-143.9776362
-106.508	-145.4149661
-108.614	-146.4241551
-110.517	-147.5862516
-111.043	-145.598455
-111.023	-144.7421734
-111.023	-144.2528696
-111.084	-143.8858918
-111.104	-143.4883325
-111.084	-143.2742621
-111.043	-143.1825176
-111.043	-142.9684472
-111.104	-142.8155398
-111.084	-142.7849583
-111.064	-142.5403064
-111.084	-142.2344915
-111.124	-141.8675137
-111.084	-141.4393729
-111.124	-141.255884
-111.124	-141.133558
-111.104	-140.9806506
-111.124	-141.0418136
-111.084	-140.9806506
-111.084	-140.9806506
-111.084	-140.8583247
-111.104	-140.9500691
-111.124	-140.8277432
-111.124	-140.7665802
-111.124	-140.7665802
-111.145	-140.7054172
-111.104	-140.6748357
-111.104	-140.5219283
-111.084	-140.6136728
-111.043	-140.5219283
-111.124	-130.185386
-109.788	-121.8366403
-107.966	-114.4053392
-106.164	-107.4021789
-104.382	-100.7659965
-102.134	-94.34388441
-100.129	-87.89119085
-97.538	-81.31617136
-95.493	-75.68917793
-93.427	-69.57288072
-91.078	-63.82356135
-88.932	-57.95191603
-86.806	-52.69190043
-84.639	-47.30955889
-82.554	-42.11070627
-80.468	-37.12592404
-78.524	-32.11056033
-76.216	-27.43159297
-74.171	-22.96669601
-72.288	-18.71586945
-70.222	-14.55678735
-68.177	-10.67293862
-66.031	-6.880834357
-64.006	-3.578033866
-62.123	0.091744458
-59.895	3.027567117
-58.053	6.330367608
-56.068	9.32735324
-54.185	12.50782779
-51.755	14.83202073
-49.69	17.18679515
-47.584	19.78622146
-45.519	22.29390332
-43.292	24.64867774
-41.307	27.49275594
-39.363	29.44997105
-37.197	32.07997885
-34.828	34.09835692
-32.722	36.45313135
-30.515	38.50209091
-28.449	40.76512088
-26.364	42.66117301
-24.258	44.80187704
-22.172	46.94258106
-20.168	48.68572576
-18.001	50.15363709
-15.875	52.96713381
-13.81	54.34330068
-11.623	56.23935281
-9.8	57.49319374
-7.775	59.41982736
-5.67	60.97948315
-3.766	62.47797596
-1.701	63.85414283
0.243	65.29147268
2.43	66.66763955
4.353	68.13555088
6.399	69.32822883
8.383	70.76555868
10.367	72.38637744
12.554	73.42614796
14.539	74.52708146
16.604	76.36197062
18.669	77.15708926
20.593	78.65558207
22.678	79.909423
24.703	81.07151947
26.809	82.11128999
28.875	83.33454944
30.879	84.34373847
33.228	85.5975794
35.172	86.63734993
37.055	87.73828342
39.201	88.93096138
41.51	90.12363933
43.494	91.10224689
45.438	92.26434336
47.625	93.51818428
49.69	94.52737332
51.735	96.14819208
53.801	97.52435895
55.724	98.99227028
57.688	100.3072742
59.612	101.8363485
61.637	103.6100747
63.52	104.6498452
65.525	106.2400825
67.732	107.3104345
69.757	109.1147422
71.599	110.4603275
73.523	111.4083536
75.608	113.3044057
77.714	114.7723171
79.759	116.0567395
81.642	117.6163953
83.667	119.420703
85.672	120.6439624
87.737	122.3871071
89.458	123.5186221
91.706	125.7204891
93.812	127.0660745
95.938	128.3199154
97.841	129.6349193
99.866	131.2863195
101.81	132.448416
103.835	133.457605
105.921	134.8031904
107.925	136.3016832
109.808	137.1273834
111.874	138.5035502
112.441	136.729824
112.42	135.7512165
112.441	134.4362126
112.4	134.1915607
112.4	134.0386533
112.42	133.9774903
112.461	133.6716754
112.42	133.5493495
112.461	133.4270236
112.38	133.3658606
112.42	133.2435346
112.38	133.2129532
112.42	132.9988827
112.4	132.8765568
112.42	132.9377198
112.42	131.0722491
112.4	131.0110862
112.4	131.0722491
112.441	130.9193417
112.42	131.0416676
112.36	130.9805047
112.42	121.500244
111.145	112.815102
109.464	106.8211307
107.48	100.8883224
105.455	94.98609561
103.653	89.3285207
101.506	83.76269024
99.542	78.25802275
97.679	72.96742567
95.715	67.73799156
93.711	62.84495379
91.605	57.73784563
89.499	52.87538935
87.494	48.31874793
85.733	43.76210651
83.728	39.45011698
81.804	34.92405705
79.982	31.16253427
78.018	27.40101148
76.054	23.18076641
73.907	19.44982512
71.68	16.2081876
69.898	12.81364265
67.975	9.357934726
66.011	6.299786122
64.067	3.088730089
62.143	0.15290743
60.26	-2.568844827
58.559	-4.556641419
56.251	-7.370138134
54.347	-9.755494044
52.079	-12.11026847
50.136	-14.58736884
48.09	-16.91156178
46.187	-19.4804066
43.94	-21.65169211
41.813	-24.12879248
39.768	-26.4835669
37.723	-28.83834133
35.557	-31.19311575
33.43	-33.33381977
31.304	-35.38277934
29.401	-37.61522782
27.234	-39.90883927
24.946	-41.68256546
22.861	-43.792688
20.876	-45.93339202
19.277	-47.43188483
17.09	-49.41968143
15.024	-51.19340762
13.384	-52.69190043
11.137	-54.28213771
9.092	-55.99470092
6.804	-57.76842711
4.86	-59.02226804
2.835	-60.58192383
0.769	-62.04983516
-1.357	-63.79297986
-3.382	-65.04682079
-5.386	-66.48415063
-7.249	-68.04380642
-9.213	-69.1753214
-11.339	-70.4903253
-13.283	-71.8053292
-15.389	-73.30382202
-17.454	-74.55766294
-19.722	-75.84208536
-21.949	-76.97360034
-24.055	-78.62500059
-26.323	-79.66477111
-28.591	-80.88803055
-30.697	-82.47826783
-32.783	-83.45687538
-34.949	-85.26118306
-37.055	-86.17862764
-39.323	-87.49363154
-41.55	-89.08386881
-43.393	-90.73526905
-45.316	-92.35608781
-47.382	-93.79341766
-49.326	-95.56714385
-51.27	-96.91272923
-53.213	-98.86994434
-55.279	-100.2766927
-57.486	-102.1115819
-59.571	-103.7629821
-61.536	-105.7813602
-63.52	-107.4327604
-65.565	-109.1453236
-67.63	-111.0413758
-69.615	-112.8762649
-71.68	-114.6805726
-73.988	-116.5154618
-75.932	-118.4115139
-78.079	-119.7265178
-80.225	-121.7448959
-82.371	-123.3962961
-84.477	-125.2923483
-86.806	-126.913167
-88.972	-128.7786377
-91.038	-130.6746898
-93.609	-132.1426011
-95.715	-134.3444681
-97.841	-135.720635
-100.109	-137.6166871
-102.377	-139.054017
-104.28	-140.8277432
-106.791	-142.20391
-108.695	-143.5494954
-110.719	-144.7421734
-111.104	-142.8461213
-111.124	-142.0815841
-111.145	-141.5311174
-111.124	-141.133558
-111.145	-140.8277432
-111.165	-140.6136728
-111.145	-140.4607653
-111.124	-140.2161135
-111.185	-140.2161135
-111.145	-139.9714616
-111.124	-139.8491356
-111.124	-139.5739022
-111.124	-139.1457614
-111.124	-138.5341317
-111.145	-138.5035502
-111.145	-138.4118058
-111.145	-138.4118058
-111.165	-138.3200613
-111.124	-138.2894798
-111.104	-138.2894798
-111.165	-138.2588983
-111.124	-138.1365724
-111.145	-138.1365724
-111.145	-138.1059909
-111.124	-138.0142465
-111.124	-137.9530835
-111.124	-138.0448279
-111.124	-137.9530835
-111.145	-137.8919205
-111.165	-137.7390131
-111.185	-137.7695946
-111.145	-137.7390131
-111.165	-137.6778501
-111.205	-137.6778501
-111.124	-137.6472686
-111.145	-137.7084316
-111.124	-137.6472686
-111.124	-137.5555242
-111.145	-137.5249427
-111.145	-137.5861057
-111.124	-137.5249427
-111.124	-137.5249427
-111.185	-137.4026167
-111.124	-137.4331982
-111.165	-137.4943612
-111.145	-137.3108723
-111.165	-137.3108723
-111.145	-137.2802908
-111.145	-137.2802908
-111.165	-137.2802908
-111.165	-137.3108723
-111.124	-137.2191278
-111.124	-137.1273834
-111.165	-137.1885463
-111.165	-137.1579649
-111.124	-137.2191278
-111.145	-137.1579649
-111.145	-137.0662204
-111.124	-137.0662204
-111.165	-137.0968019
-111.104	-137.0968019
-111.165	-137.0050574
-111.124	-137.1273834
-111.124	-137.0662204
-111.165	-136.9744759
-111.165	-136.9438944
-111.124	-136.9744759
-111.104	-136.9438944
-111.185	-136.913313
-111.165	-136.8827315
-111.145	-136.9744759
-111.165	-136.85215
-111.165	-136.9438944
-111.145	-136.85215
-111.165	-136.790987
-111.165	-136.85215
-111.124	-136.7604055
-111.145	-136.790987
-111.124	-136.7604055
-111.185	-136.729824
-111.185	-136.790987
-111.165	-136.729824
-111.165	-136.6686611
-111.165	-136.6992426
-111.145	-136.6992426
-111.165	-136.6686611
-111.165	-136.6686611
-111.145	-136.6992426
-111.145	-136.6686611
-111.124	-136.6992426
-111.145	-136.6686611
-111.145	-136.6686611
-111.124	-136.5769166
-111.104	-136.6380796
-111.124	-136.5769166
-111.145	-136.6074981
-111.145	-136.6686611
-111.145	-136.6992426
-111.205	-136.5463351
-111.145	-136.5463351
-111.165	-136.6686611
-111.124	-136.5157536
-111.165	-136.5463351
-111.124	-136.3934277
-111.165	-136.4851722
-111.124	-136.3628462
-111.185	-136.5463351
-111.165	-136.4240092
-111.145	-136.4851722
-111.165	-136.4545907
-111.145	-136.4545907
-111.165	-136.4240092
-111.124	-136.3628462
-111.124	-136.4240092
-111.124	-136.3322647
-111.165	-136.4240092
-111.124	-136.4240092
-111.124	-136.3934277
-111.185	-136.3016832
-111.145	-136.3016832
-111.124	-136.3322647
-111.165	-136.2405203
-111.165	-136.4240092
-111.124	-136.3016832
-111.124	-136.2711018
-111.145	-136.2405203
-111.145	-136.3628462
-111.124	-136.3322647
-111.124	-135.720635
-111.124	-125.5370002
-110.213	-118.5338399
-108.512	-112.692776
-106.791	-106.8211307
-105.111	-101.4387892
-103.754	-95.81179574
-101.567	-90.73526905
-99.623	-85.1694386
-97.983	-79.94000449
-96.262	-75.26103712
-94.419	-70.52090679
-92.617	-65.62786902
-90.795	-60.8571572
-89.033	-56.30051578
-87.231	-51.98852625
-85.51	-47.30955889
-84.133	-43.36454719
-82.25	-38.93023172
-80.428	-35.13812745
-78.565	-31.10137129
-76.864	-27.5845004
-75.001	-23.33367384
-73.381	-20.3672697
-71.68	-16.78923583
-70.06	-13.66992426
-68.44	-10.48944971
-66.78	-7.431301106
-65.018	-4.556641419
-63.419	-1.376166871
-61.637	1.162096469
-59.936	3.70035981
-58.316	6.08571572
-56.696	8.471071631
-55.036	10.82584606
-53.153	13.3641094
-51.452	14.83202073
-49.71	16.97272475
-47.827	19.41924363
-46.329	21.49878468
-44.608	23.05844047
-42.846	25.13798152
-41.267	27.12577811
-39.829	29.08299322
-37.743	31.04020832
-35.962	33.18091234
-34.18	34.70998665
-32.317	36.60603878
-30.474	38.77732429
-28.834	40.64279494
-27.032	41.89663586
-25.108	43.70094354
-23.326	45.78048459
-21.626	47.00374403
-19.823	48.3799109
-18.203	50.15363709
-16.665	51.95794477
-14.862	53.60934501
-13.04	54.49620811
-11.38	56.17818984
-9.719	57.67668265
-8.059	58.44121981
-6.399	60.00087559
-4.819	61.34646098
-3.118	62.53913893
-1.377	63.54832797
0.344	65.04682079
2.187	66.66763955
3.766	67.00403589
5.447	68.47194722
7.128	69.63404369
8.869	71.25486245
10.408	71.40776988
12.271	72.93684418
14.032	74.34359254
15.632	75.23045564
17.333	75.62801496
18.912	77.2794152
20.573	78.19685978
22.395	79.4812822
24.076	80.18465637
25.696	81.13268244
27.255	82.35594188
29.28	82.93699012
30.96	83.88501618
32.722	84.77187928
34.544	85.47525346
36.184	86.51502398
37.986	87.61595748
39.586	88.74747246
41.53	89.35910218
43.089	90.33770974
44.749	91.80562107
46.572	92.87597308
48.293	93.12062497
50.055	94.49679184
51.755	95.68946979
53.294	96.63749586
54.955	97.31028855
56.676	98.50296651
