BRI No. 3 (Japan) ws26bs	
-8.49	-93.617
-8.6082	-93.617
-8.4308	-86.66
-8.194	-79.992
-7.8095	-69.85
-7.3657	-58.837
-6.8925	-49.851
-6.36	-41.446
-5.6205	-31.882
-5.0584	-24.636
-4.4077	-17.1
-3.4906	-9.2745
-2.6031	-3.1882
-1.5382	3.1882
-0.53247	10.144
0.38456	16.231
1.0649	21.448
2.3665	29.563
3.2244	35.939
3.9047	42.606
4.6443	49.851
5.3542	55.358
5.6501	58.548
5.5613	54.78
5.3542	49.273
5.0584	42.316
4.6739	35.939
4.3781	31.012
3.9047	23.766
3.461	19.419
2.7511	12.463
2.2186	7.2457
1.0649	-2.3187
0.35498	-7.8258
-0.1479	-12.753
-0.85786	-18.55
-1.6862	-24.636
-2.3073	-28.983
-2.899	-35.07
-3.461	-42.026
-3.9935	-48.401
-4.5555	-53.908
-4.9992	-57.676
-5.443	-62.026
-5.5317	-62.604
-5.443	-58.258
-5.2064	-52.169
-4.8218	-44.923
-4.526	-39.128
-3.8456	-28.404
-3.1652	-20.578
-2.6919	-15.361
-1.982	-8.985
-1.4199	-4.0577
-1.1537	-1.4492
-0.53247	3.7679
0.059163	8.985
0.94661	15.071
1.627	20.578
2.189	26.085
3.3428	35.36
4.1119	42.316
4.9696	51.012
5.8571	59.415
6.6854	68.4
7.4841	77.675
8.1349	84.632
8.6674	89.85
9.3477	94.774
10.058	97.385
10.679	98.835
10.886	99.702
11.27	100.28
11.507	100.57
11.596	100.28
11.537	96.513
11.359	91.006
11.241	84.343
10.916	77.097
10.679	70.14
10.354	61.154
9.9098	53.908
9.3181	43.475
8.4308	31.012
7.8391	23.766
7.0404	15.071
6.1825	6.0865
5.443	0.57965
4.2893	-6.6661
3.1356	-12.173
2.0116	-16.521
1.2128	-19.709
0.41415	-24.346
-0.38456	-28.114
-1.3903	-32.461
-2.0411	-36.809
-2.9582	-42.896
-3.816	-48.401
-4.4964	-53.908
-4.9992	-57.676
-5.5317	-63.183
-6.1825	-70.14
-6.9516	-77.097
-7.4841	-82.893
-8.1349	-90.428
-8.697	-94.774
-9.1111	-98.252
-9.9098	-100.57
-10.531	-102.6
-11.004	-103.47
-11.359	-104.05
-11.537	-104.34
-11.389	-99.413
-11.211	-91.589
-10.916	-83.471
-10.62	-72.168
-9.9986	-59.415
-9.4957	-50.723
-8.9632	-42.896
-8.2828	-33.911
-7.4841	-24.346
-6.567	-15.941
-5.5021	-8.6949
-4.2005	-0.57965
-3.106	4.3475
-1.5086	10.144
-0.53247	14.202
0.68038	19.999
1.5974	24.926
2.5441	29.563
3.5202	35.939
4.4964	41.736
5.4134	48.69
6.3896	55.647
7.1883	62.893
7.8983	68.689
8.549	74.779
9.4661	80.864
10.235	86.371
10.738	89.85
11.093	92.456
11.389	94.196
11.478	95.646
11.507	90.717
11.152	80.864
10.945	71.59
10.62	62.893
10.058	51.59
9.4365	42.606
8.6674	33.331
7.987	25.795
7.3657	18.839
6.5375	11.883
5.7683	5.7965
4.6739	-0.57965
3.2836	-8.4054
2.0707	-13.912
0.94661	-19.129
0.1479	-23.187
-0.70996	-27.534
-2.0116	-33.041
-3.254	-38.548
-4.1415	-44.345
-5.0288	-50.14
-5.7683	-56.808
-6.4192	-61.737
-7.2771	-68.689
-7.987	-73.618
-8.697	-79.414
-9.5548	-86.082
-10.117	-90.428
-10.62	-94.196
-11.034	-97.096
-11.27	-99.702
-11.478	-100.86
-11.33	-92.745
-11.063	-85.21
-10.738	-76.518
-10.442	-67.244
-9.8802	-56.23
-9.3181	-46.373
-8.549	-35.939
-7.8983	-27.824
-7.1291	-20.578
-6.1825	-12.463
-5.2655	-6.6661
-4.0823	-0.28983
-2.8398	5.2169
-1.5678	9.5646
-0.35498	14.202
0.73953	18.839
1.5086	24.056
2.5145	29.273
3.0764	31.882
3.9343	37.679
4.733	42.316
5.5613	48.984
6.4784	56.23
7.2179	62.026
7.987	68.4
8.697	73.907
9.614	79.992
10.324	85.21
10.916	89.85
11.241	92.167
11.537	93.617
11.418	87.532
11.182	77.675
10.797	68.111
10.383	59.126
9.8802	50.14
9.1407	39.128
8.3716	29.853
7.5137	20.868
6.6262	12.463
5.7387	5.7965
4.9992	0.28983
4.0823	-5.5069
2.8694	-11.593
1.7454	-16.521
1.3608	-18.55
0.59163	-21.448
-0.20707	-25.795
-1.3608	-30.433
-2.4849	-35.07
-3.2836	-38.838
-4.4668	-46.084
-5.1768	-51.301
-5.8571	-56.519
-6.5375	-60.865
-7.3067	-66.083
-7.8687	-71.301
-8.549	-76.225
-9.1999	-81.442
-9.7914	-86.371
-10.413	-90.428
-10.856	-93.617
-11.182	-96.807
-11.507	-98.546
-11.27	-91.3
-11.034	-83.471
-10.797	-73.329
-10.235	-63.183
-9.7027	-53.041
-9.1407	-42.896
-8.5194	-34.201
-7.8391	-26.375
-7.1587	-19.419
-6.3304	-13.043
-5.443	-6.3765
-4.526	-1.739
-3.5202	2.0288
-2.2186	7.2457
-1.3608	10.724
-0.35498	14.202
0.3254	17.68
1.1833	22.028
2.0707	26.375
2.8398	30.723
3.7568	35.07
4.5555	40.577
5.6205	47.823
6.5375	55.069
7.5433	63.472
8.3124	68.979
8.9336	74.196
9.8802	81.442
10.501	85.793
11.093	89.85
11.478	92.745
11.537	91.878
11.389	86.66
11.123	78.258
10.768	66.95
10.294	57.097
9.969	49.851
9.1407	39.128
8.194	27.534
7.2475	19.129
6.3896	11.883
5.5317	5.2169
4.5851	-1.1593
3.1356	-7.8258
1.9524	-14.781
0.94661	-19.709
0.11833	-23.187
-0.7987	-27.244
-1.8636	-32.172
-2.8103	-36.809
-3.6681	-40.577
-4.4964	-45.794
-5.3247	-51.59
-6.2713	-57.965
-7.2179	-64.633
-7.9574	-70.718
-8.8153	-77.097
-9.4957	-81.732
-10.058	-86.082
-10.561	-89.85
-10.916	-92.167
-11.211	-94.196
-11.389	-94.774
-11.182	-86.371
-10.797	-75.068
-10.413	-63.765
-9.8802	-54.491
-9.1703	-43.475
-8.6082	-34.78
-7.8391	-26.085
-6.9516	-17.97
-6.0938	-11.593
-5.088	-5.5069
-3.9639	0.57965
-2.7807	6.0865
-1.3608	10.724
-0.3254	14.202
0.44373	18.55
1.775	23.766
2.6919	28.114
3.3722	32.461
4.3189	39.417
5.3838	45.505
6.36	53.041
7.3067	60.576
8.0462	66.95
8.8153	72.751
9.5844	78.258
10.294	83.182
10.975	88.11
11.33	90.428
11.418	89.85
11.211	82.603
10.945	72.751
10.62	65.211
10.176	55.358
9.614	45.216
9.1407	38.838
8.4604	30.723
7.7503	22.897
7.0404	16.81
6.3304	10.434
5.5317	5.5069
4.5555	-0.57965
3.4314	-6.0865
2.6327	-11.593
1.5974	-16.231
0.53247	-21.448
-0.62121	-26.375
-1.7158	-31.012
-2.6623	-35.07
-3.9935	-41.446
-4.8218	-46.662
-5.7979	-54.491
-6.7446	-61.443
-7.6912	-67.533
-8.5786	-74.485
-9.7914	-83.764
-10.62	-89.85
-11.241	-95.646
-11.448	-97.096
-11.241	-90.139
-10.886	-82.025
-10.561	-71.011
-10.058	-57.965
-9.5548	-48.69
-8.8745	-39.417
-8.1349	-29.853
-7.2771	-20.868
-6.0938	-12.173
-4.7922	-4.0577
-3.1948	2.8983
-1.6862	8.985
-0.44373	14.492
0.62121	18.26
1.834	24.346
2.9286	29.273
3.8456	34.49
4.9106	42.896
5.8275	48.984
6.922	57.387
7.8687	65.211
8.697	72.168
9.6436	79.125
10.413	84.632
11.063	88.978
11.507	92.167
11.3	83.471
11.004	74.196
10.679	64.922
10.028	55.069
9.4365	44.345
8.7857	34.201
7.8095	23.766
7.0404	16.521
5.9755	8.6949
5.0288	1.739
4.0823	-4.0577
2.8103	-10.144
1.775	-15.651
1.0058	-19.129
-0.059163	-23.477
-0.91703	-26.954
-1.9228	-31.882
-3.0764	-37.679
-4.1119	-43.186
-5.1768	-49.562
-6.0938	-56.808
-7.0108	-63.472
-7.8687	-70.14
-8.6674	-76.518
-9.4365	-82.025
-10.176	-86.949
-11.034	-93.039
-11.389	-94.774
-11.182	-87.821
-10.945	-79.125
-10.709	-70.14
-10.146	-58.837
-9.4957	-48.401
-8.8449	-39.128
-8.1644	-30.723
-7.4249	-22.607
-6.4784	-14.781
-5.5021	-7.8258
-4.6739	-2.6085
-3.609	2.3187
-2.6327	5.7965
-1.5086	9.8546
-0.44373	13.622
0.41415	17.97
1.4495	22.028
2.4849	28.114
3.2244	32.172
4.0231	37.099
4.9696	43.475
5.9459	50.429
6.9516	57.676
7.7503	64.054
8.5194	70.14
9.614	77.675
10.354	82.893
10.975	87.239
11.359	90.139
11.507	91.006
11.359	84.921
11.123	75.068
10.738	65.505
10.176	55.069
9.7323	46.373
8.8745	35.65
8.1644	26.665
7.2475	17.68
6.3304	10.434
5.3247	4.3475
4.1119	-2.8983
3.1948	-7.8258
1.8932	-15.071
0.6508	-20.578
-0.20707	-24.346
-1.1833	-28.114
-1.9228	-31.592
-3.1356	-37.099
-4.0823	-42.606
-4.9992	-48.401
-5.9755	-55.647
-7.0996	-63.472
-7.8983	-68.689
-8.697	-75.357
-9.4957	-82.025
-10.206	-86.949
-10.856	-92.167
-11.211	-95.646
-11.507	-96.807
-11.241	-88.978
-11.063	-80.286
-10.797	-71.879
-10.442	-64.054
-9.969	-54.78
-9.3477	-45.216
-8.697	-36.809
-8.1644	-29.273
-7.1883	-20.288
-6.2417	-12.173
-5.088	-4.6373
-3.9047	0.57965
-2.6623	5.7965
-1.0945	10.724
-0.26623	13.912
0.41415	15.941
1.1241	19.419
2.2186	25.216
3.3132	31.592
4.2005	37.389
5.236	44.923
6.1825	51.88
6.922	57.387
7.8095	63.765
8.6378	70.718
9.4957	77.097
10.206	82.603
10.945	86.949
11.418	90.139
11.507	90.717
11.3	84.921
11.063	75.936
10.768	66.95
10.265	56.23
9.6436	45.216
9.1111	37.679
8.342	28.983
7.5433	20.868
6.6262	12.463
5.7387	6.3765
4.7034	-0.28983
3.6977	-6.0865
2.3961	-13.043
1.1833	-18.26
0.41415	-22.028
-0.38456	-25.216
-1.479	-30.143
-2.3665	-34.78
-3.2836	-39.708
-4.2005	-45.216
-5.2951	-50.723
-6.4192	-58.258
-7.3362	-64.633
-8.0758	-70.429
-8.9336	-76.518
-9.821	-82.603
-10.561	-88.978
-11.034	-92.167
-11.389	-93.328
-11.241	-88.4
-11.004	-82.314
-10.768	-74.485
-10.413	-64.922
-9.821	-55.069
-9.2885	-45.505
-8.6082	-35.36
-7.987	-28.404
-7.4545	-22.317
-6.6854	-15.941
-5.8571	-9.8546
-4.881	-4.0577
-3.5202	1.1593
-2.4849	5.5069
-1.4495	10.724
-0.23665	15.361
0.6508	19.129
1.5086	24.056
2.8398	30.723
3.816	36.229
4.6147	40.577
5.5613	47.534
6.3304	53.619
7.2475	59.704
8.1644	66.661
8.9927	72.751
9.7619	78.836
10.561	84.343
11.182	88.689
11.537	90.428
11.418	86.371
11.123	76.225
10.827	67.244
10.235	56.23
9.7027	46.373
9.2591	38.548
8.342	28.983
7.4249	19.999
6.6854	13.332
5.8275	7.2457
4.881	0.86949
3.9935	-4.0577
2.899	-9.8546
1.8636	-15.071
0.6508	-20.288
-0.11833	-23.766
-0.91703	-27.534
-1.5974	-30.143
-2.6327	-35.07
-3.5794	-39.997
-4.4964	-45.794
-5.5909	-52.169
-6.7742	-59.126
-7.6321	-66.372
-8.549	-73.04
-9.5253	-80.864
-10.413	-87.239
-10.916	-91.589
-11.211	-94.774
-11.418	-95.646
-11.3	-89.85
-11.063	-80.286
-10.738	-71.011
-10.294	-60.865
-9.6732	-49.851
-8.3716	-32.461
-7.6617	-24.636
-6.7446	-16.231
-5.8867	-9.8546
-4.9992	-4.0577
-3.9639	1.4492
-2.5441	6.3765
-1.627	10.434
-0.68038	13.622
0.3254	17.68
1.5086	23.766
2.5441	28.404
3.7568	35.36
4.6147	41.157
5.5021	48.69
6.508	57.676
7.4249	64.922
8.3716	71.879
9.3477	79.125
10.176	84.921
10.709	89.271
11.211	93.328
11.537	95.357
11.478	89.561
11.3	81.732
11.034	71.879
10.709	62.893
10.176	51.88
9.3773	39.708
8.3716	28.114
7.3362	18.55
6.36	11.014
5.3838	3.478
4.1415	-3.1882
2.8103	-10.144
2.1003	-13.912
1.0945	-18.55
0.4733	-20.868
-0.20707	-23.187
-1.2128	-27.824
-2.2482	-31.592
-3.0469	-35.939
-3.816	-40.577
-4.8218	-46.662
-5.8571	-53.33
-6.7742	-59.704
-7.6617	-65.794
-8.4308	-71.879
-9.1703	-77.097
-9.9986	-83.182
-10.472	-86.66
-10.916	-90.139
-11.241	-92.456
-11.389	-93.039
-11.211	-85.499
-11.034	-78.836
-10.797	-70.429
-10.442	-62.604
-10.146	-55.647
-9.6732	-48.112
-9.2591	-42.026
-8.6378	-33.911
-7.9574	-26.665
-7.1587	-18.55
-6.6262	-13.622
-5.7683	-7.2457
-4.881	-2.0288
-3.7568	3.1882
-2.5145	8.1153
-1.5382	11.303
-0.3254	16.521
0.59163	19.419
1.1833	22.607
1.982	26.375
3.6386	34.201
4.6147	39.417
5.5317	46.084
6.3896	52.751
7.2771	59.415
8.2828	66.372
8.5194	67.244
8.4012	62.315
8.194	57.097
7.8687	50.723
7.3067	41.736
6.7446	33.331
5.9755	24.056
5.1472	15.071
4.3781	8.4054
3.7273	3.1882
2.899	-0.86949
2.189	-5.5069
1.1537	-10.434
0.20707	-13.622
-0.53247	-17.39
-1.2424	-21.448
-2.0116	-25.506
-2.7807	-29.853
-3.3428	-32.461
-4.1709	-36.519
-5.3247	-44.055
-5.9755	-49.562
-6.7446	-55.647
-7.1883	-60.287
-7.6025	-64.922
-8.0758	-70.14
-8.4604	-72.168
-8.5786	-74.196
-8.549	-71.301
-8.3124	-64.922
-7.8687	-55.358
-7.3067	-45.505
-6.7446	-37.679
-6.1234	-29.273
-5.2951	-19.709
-4.4077	-13.043
-3.4906	-7.2457
-2.5145	-1.1593
-1.5678	4.0577
-0.73953	8.6949
0.029582	13.332
0.7987	17.68
1.627	22.028
2.2186	25.506
3.3132	31.592
4.1119	37.099
5.0288	42.606
5.9755	48.984
6.8334	55.069
7.5137	60.576
8.342	66.661
9.1999	73.329
9.9394	78.547
10.679	83.764
11.211	87.239
11.892	90.717
13.075	94.774
13.992	96.807
14.85	97.963
15.707	98.835
16.299	99.413
16.98	99.413
17.394	99.124
17.394	96.513
17.247	90.717
17.098	84.921
16.862	77.386
16.655	70.718
16.299	62.893
15.796	55.647
15.116	45.794
14.376	36.229
13.696	28.404
12.779	18.839
11.744	11.014
11.004	4.3475
10.058	-2.0288
8.904	-7.2457
7.4545	-11.883
6.3896	-15.361
5.5317	-16.81
4.6443	-19.129
3.5498	-21.448
2.3665	-24.636
1.4495	-26.954
0.23665	-30.143
-0.35498	-33.041
-1.0058	-35.36
-2.0116	-38.838
-2.9877	-43.475
-4.0527	-47.823
-4.9106	-51.012
-5.5317	-54.197
-6.5966	-60.287
-7.1883	-64.344
-8.1053	-70.429
-9.0223	-76.518
-9.7914	-82.603
-10.561	-87.532
-11.123	-89.561
-11.892	-92.456
-12.75	-95.067
-13.548	-97.096
-14.376	-97.963
-15.293	-100.28
-15.974	-101.15
-16.477	-101.44
-16.951	-101.44
-17.127	-101.44
-17.069	-96.224
-16.951	-88.4
-16.655	-80.286
-16.299	-69.85
-16.034	-62.604
-15.5	-53.33
-14.879	-45.505
-14.258	-37.389
-13.578	-30.433
-12.927	-23.766
-11.921	-14.781
-11.004	-8.985
-9.8506	-2.0288
-8.697	1.1593
-7.4545	4.9273
-5.9459	8.1153
-4.6443	10.724
-3.254	14.492
-1.8044	17.68
-0.53247	21.158
0.88745	25.506
2.2482	30.143
3.4314	34.78
4.7034	40.577
5.8867	46.084
6.8925	50.429
7.6617	55.069
8.8153	61.154
9.7914	66.661
11.004	72.751
11.773	76.518
12.957	81.153
13.637	84.054
14.732	87.821
15.825	90.428
16.566	91.878
17.069	92.745
17.276	92.456
17.187	88.11
17.009	80.575
16.713	72.751
16.359	64.344
15.974	56.808
15.382	49.273
14.85	42.316
14.287	35.07
13.666	28.404
12.838	20.578
12.128	14.781
11.359	7.8258
10.62	1.1593
9.9394	-2.0288
9.2591	-4.9273
8.4012	-7.8258
7.3657	-9.5646
6.4192	-12.463
5.2951	-15.071
4.0231	-18.55
2.6327	-22.028
1.1537	-26.085
0.1775	-29.273
-0.6508	-32.172
-1.272	-34.78
-2.0116	-37.968
-2.9877	-41.157
-4.0231	-45.216
-4.733	-47.823
-5.443	-50.14
-6.508	-53.619
-7.8687	-59.126
-8.697	-63.183
-9.5844	-67.822
-10.561	-73.329
-11.478	-77.964
-12.306	-81.732
-13.193	-84.921
-14.258	-88.978
-15.264	-93.039
-16.034	-95.935
-16.802	-97.674
-17.069	-97.674
-17.069	-92.456
-16.773	-83.471
-16.448	-72.168
-15.914	-61.443
-15.116	-49.562
-14.465	-40.867
-13.637	-31.302
-12.779	-22.028
-11.773	-13.622
-10.827	-7.2457
-9.7323	-1.739
-8.6674	2.0288
-7.4545	4.3475
-5.7683	8.1153
-4.526	11.593
-3.4018	13.622
-2.189	17.1
-0.70996	21.158
0.97619	26.375
1.9524	29.563
3.1948	33.621
4.0823	37.099
5.0584	40.287
6.3009	45.216
7.8687	51.301
9.2591	57.965
10.59	64.344
12.01	70.14
13.489	75.936
14.732	79.992
15.914	84.632
17.276	88.4
18.34	90.717
19.317	93.039
20.323	94.774
21.387	96.807
22.156	97.385
22.808	97.385
23.191	97.674
23.311	97.674
23.311	92.456
23.073	85.21
22.837	77.097
22.393	67.822
21.89	59.126
21.328	49.273
20.5	39.708
19.76	31.012
18.873	22.317
18.193	16.231
17.038	8.4054
16.063	3.478
15.204	-0.28983
14.111	-4.9273
13.134	-8.4054
12.188	-10.434
11.418	-12.753
10.709	-14.492
9.7027	-16.521
8.49	-20.288
6.7742	-23.477
5.7683	-26.085
4.6443	-28.114
3.3722	-30.723
2.2482	-33.041
1.0649	-35.939
0	-37.968
-0.85786	-40.577
-1.627	-42.606
-2.7511	-45.794
-3.8456	-48.984
-4.733	-51.301
-5.5613	-54.197
-6.508	-57.676
-7.3953	-60.865
-8.2236	-63.765
-9.4069	-68.111
-10.146	-70.718
-10.886	-73.329
-11.862	-76.807
-12.661	-80.286
-13.459	-83.764
-14.525	-87.239
-15.589	-90.717
-16.477	-93.617
-17.158	-95.067
-17.75	-97.385
-18.547	-98.835
-19.376	-100.28
-19.967	-101.15
-20.618	-101.73
-21.446	-102.31
-22.127	-102.02
-22.57	-102.02
-22.659	-102.02
-22.659	-97.674
-22.512	-88.4
-22.393	-78.547
-22.038	-69.272
-21.595	-60.287
-21.092	-52.169
-20.411	-43.765
-19.613	-35.36
-18.843	-28.404
-17.957	-20.868
-17.187	-15.651
-16.566	-10.144
-15.5	-4.6373
-14.643	-1.1593
-13.666	2.6085
-12.188	6.0865
-10.679	9.2745
-9.1407	12.173
-7.4249	15.941
-5.9755	18.55
-4.7034	21.158
-3.1948	23.766
-1.5678	26.954
-0.1775	29.563
1.1537	33.331
2.189	35.65
3.3428	38.838
4.6739	42.606
6.1825	46.662
7.4249	50.14
8.8745	54.78
10.146	58.548
11.626	63.472
12.957	67.244
14.318	71.011
15.707	74.779
17.247	79.703
18.754	83.764
20.263	87.239
21.417	89.271
22.305	91.3
22.955	91.3
23.222	91.3
23.162	86.949
22.955	79.703
22.63	71.59
22.156	63.183
21.802	56.23
21.032	46.373
20.382	37.679
19.672	28.694
18.843	22.028
18.164	15.651
17.127	7.8258
16.092	2.8983
15.057	-0.86949
13.726	-5.7965
12.898	-7.5357
11.921	-9.5646
10.797	-12.463
9.5253	-14.492
8.49	-17.39
7.1291	-20.288
5.5317	-23.766
4.9696	-24.926
3.6977	-27.244
2.4257	-29.563
1.4199	-31.882
0.11833	-34.201
-1.0354	-37.099
-1.8636	-38.548
-3.254	-42.896
-4.5851	-46.662
-5.3838	-48.69
-6.36	-50.723
-7.6321	-55.069
-8.549	-58.548
-9.6436	-62.026
-10.501	-64.922
-11.241	-66.661
-12.365	-70.429
-13.815	-74.485
-14.939	-77.964
-15.856	-80.286
-16.566	-82.893
-17.394	-85.21
-18.282	-87.821
-19.435	-90.428
-20.618	-92.167
-21.476	-93.328
-22.156	-94.196
-22.6	-95.067
-22.719	-94.485
-22.689	-88.11
-22.777	-81.442
-22.6	-72.751
-22.305	-62.893
-21.89	-53.619
-21.328	-45.216
-20.47	-36.229
-19.672	-28.114
-18.962	-21.738
-17.837	-15.071
-16.862	-9.2745
-15.796	-4.9273
-14.495	0
-13.666	2.6085
-12.572	4.9273
-11.566	6.9561
-10.383	9.5646
-8.8153	11.014
-7.5729	12.463
-6.0938	14.781
-4.9696	17.39
-3.816	17.97
-2.5441	19.419
-1.1833	21.738
-0.088745	23.187
1.0649	26.954
1.9228	28.983
3.0173	32.172
4.4964	35.65
5.7387	39.417
6.863	42.896
8.3124	46.955
9.614	51.012
10.856	55.358
12.336	59.126
13.755	62.893
15.116	66.95
16.299	70.718
17.601	73.618
18.903	77.097
20.027	80.286
21.299	83.471
22.363	86.371
22.955	87.239
23.162	87.821
23.429	88.11
