"McLean 1990, Spec. Con2"	
-25.806	3.6209
-24.968	4.9687
-24.054	6.2942
-23.012	7.6954
-22.098	8.8964
-20.98	10.351
-20.193	11.312
-19.304	12.379
-18.161	13.785
-17.374	14.608
-16.434	15.649
-15.342	16.788
-14.427	17.691
-13.538	18.558
-12.497	19.47
-11.557	20.306
-10.643	19.648
-9.652	21.823
-8.7376	22.512
-7.747	21.912
-6.8326	22.681
-5.8928	23.273
-4.9022	23.869
-3.9624	24.372
-3.048	24.874
-2.032	25.382
-1.1176	25.782
-0.1524	26.489
-0.0254	-1.677
0.8382	4.2569
1.8034	5.7382
2.794	7.0148
3.683	8.4783
4.5974	9.9596
5.588	11.436
6.5278	13.509
7.4422	15.342
8.4582	17.339
9.3472	19.203
10.236	21.116
11.252	23.273
12.192	25.19
13.157	26.4
14.097	28.451
15.037	30.03
16.053	31.08
16.967	31.471
17.882	31.72
18.872	32.005
19.787	32.347
20.701	32.65
21.692	32.975
22.631	33.21
23.571	33.553
24.587	33.691
25.527	33.935
26.518	34.242
27.457	34.558
28.397	34.905
29.362	35.199
30.277	35.537
31.217	35.848
32.182	36.155
33.096	36.502
34.011	36.791
35.001	37.129
35.966	37.396
36.957	37.774
37.922	38.063
38.862	38.255
39.878	38.384
40.818	38.468
41.758	38.548
42.723	38.562
43.688	38.668
44.602	38.673
45.568	38.66
44.704	30.84
43.815	27.792
42.901	24.959
41.885	22.028
40.97	19.732
40.056	17.646
39.04	15.284
38.1	13.056
37.16	10.952
36.144	8.7497
35.204	6.8191
34.188	5.1733
33.299	3.136
32.385	1.5658
31.42	0.40479
30.455	-1.2722
29.566	-2.5355
28.55	-3.7943
27.635	-4.9553
26.695	-6.0807
25.73	-7.1349
24.79	-8.1491
23.876	-9.0744
22.809	-10.062
21.895	-10.947
20.879	-11.592
19.964	-12.713
19.075	-13.585
18.085	-14.51
17.17	-15.164
16.281	-15.845
15.215	-16.534
14.3	-17.232
13.386	-17.828
12.344	-18.531
11.43	-19.061
10.414	-19.376
9.4996	-20.199
8.6106	-20.693
7.62	-21.134
6.6802	-21.698
5.7658	-22.17
4.7498	-22.584
3.8354	-23.157
2.921	-23.611
1.9304	-24.069
0.9906	-24.425
0.1016	-24.781
-0.9398	-25.253
-1.8796	-25.64
-2.8448	-25.933
-3.7846	-26.374
-4.7244	-26.734
-5.7404	-27.001
-6.6294	-27.414
-7.5692	-27.721
-8.5598	-28.024
-9.4996	-28.397
-10.439	-28.691
-11.455	-29.02
-12.37	-29.345
-13.31	-29.687
-14.326	-29.977
-15.265	-30.257
-16.205	-30.586
-17.196	-30.875
-18.11	-31.138
-19.075	-31.485
-20.041	-31.787
-20.98	-32.112
-21.946	-32.41
-22.885	-32.699
-23.825	-33.006
-24.816	-33.353
-25.756	-33.664
-26.695	-34.016
-27.661	-34.327
-28.575	-34.661
-29.54	-35.043
-30.48	-35.363
-31.394	-35.706
-32.36	-36.075
-33.325	-36.422
-34.265	-36.72
-35.23	-37.085
-36.17	-37.387
-37.135	-37.699
-38.1	-38.023
-39.065	-38.224
-40.081	-38.424
-40.919	-36.168
-41.859	-38.468
-42.875	-38.504
-43.815	-38.526
-44.729	-38.384
-45.745	-38.402
-44.831	-28.326
-43.917	-24.105
-43.002	-20.546
-41.961	-16.801
-41.072	-13.852
-40.157	-10.92
-39.141	-8.0958
-38.227	-5.5692
-37.313	-3.1538
-36.322	-0.52934
-35.382	1.548
-34.366	3.8744
-33.503	5.3601
-32.563	6.9259
-31.496	8.465
-30.582	9.7727
-29.667	10.947
-28.651	12.175
-27.711	13.336
-26.822	14.35
-25.832	14.661
-24.917	15.729
-23.978	16.805
-22.987	17.713
-22.073	18.629
-21.082	19.545
-20.168	20.373
-19.228	21.334
-18.161	22.913
-17.297	22.566
-16.358	23.189
-15.367	23.785
-14.453	24.367
-13.538	24.901
-12.548	25.426
-11.608	25.92
-10.643	26.431
-9.7028	26.823
-8.763	27.223
-7.747	27.597
-6.8326	27.988
-5.9182	28.322
-4.9276	28.633
-3.9624	28.958
-3.048	29.287
-2.0574	29.532
-1.1176	29.79
-0.1778	30.279
0.7874	30.27
1.7526	30.488
2.7178	30.715
3.6576	30.831
4.5974	30.991
5.588	31.235
6.5278	31.52
7.4676	31.64
8.4836	32.17
9.4234	32.895
10.312	32.468
11.328	32.908
12.217	32.672
13.183	32.365
14.148	32.503
15.113	32.65
16.129	32.775
17.043	32.89
17.958	32.975
18.948	33.148
19.888	33.299
20.777	33.482
21.768	33.686
22.708	33.806
23.647	33.976
24.663	33.953
25.603	34.1
26.594	34.251
27.534	34.429
28.473	34.616
29.464	34.772
30.378	34.941
31.318	35.119
32.283	35.243
33.198	35.439
34.112	35.648
35.128	35.822
36.068	36.008
37.059	36.253
38.024	36.395
38.964	36.515
39.98	36.716
40.919	36.876
41.859	36.987
42.85	37.165
43.79	37.334
44.679	37.507
45.669	37.708
44.78	29.985
43.917	26.836
42.977	24.074
41.986	21.605
41.046	19.114
40.107	16.952
39.091	14.568
38.176	12.473
37.236	10.533
36.22	8.3137
35.281	6.3921
34.265	4.7996
33.376	2.8202
32.461	1.2411
31.496	0.1201
30.556	-1.5302
29.642	-2.7268
28.6	-3.9545
27.686	-5.0265
26.746	-6.103
25.705	-7.1839
24.816	-8.0869
23.901	-8.9676
22.835	-9.9596
21.895	-10.823
20.879	-11.69
20.015	-12.562
19.101	-13.425
18.059	-14.337
17.196	-15.004
16.281	-15.711
15.24	-16.414
14.326	-17.09
13.411	-17.695
12.395	-18.344
11.481	-18.949
10.414	-19.844
9.5504	-20.093
8.6614	-20.582
7.6708	-20.942
6.7056	-21.623
5.8166	-22.094
4.7244	-22.624
3.8862	-23.073
2.9464	-23.527
1.8796	-23.976
1.016	-24.314
0.1016	-24.697
-0.9398	-25.119
-1.8796	-25.479
-2.8194	-25.875
-3.7592	-26.169
-4.699	-26.485
-5.6642	-26.814
-6.6294	-27.094
-7.5692	-27.401
-8.5344	-27.73
-9.4996	-27.993
-10.465	-28.246
-11.455	-28.553
-12.395	-28.798
-13.36	-29.06
-14.326	-29.296
-15.265	-29.505
-16.231	-29.768
-17.196	-29.985
-18.059	-30.097
-18.999	-30.412
-19.99	-30.657
-20.955	-30.88
-21.971	-31.106
-22.885	-31.16
-23.673	-31.476
-24.714	-31.765
-25.705	-31.983
-26.67	-32.245
-27.686	-32.45
-28.6	-32.663
-29.566	-32.935
-30.531	-33.139
-31.42	-33.353
-32.385	-33.633
-33.376	-33.86
-34.29	-34.096
-35.281	-34.403
-36.246	-34.629
-37.16	-34.879
-38.125	-35.172
-39.091	-35.403
-40.005	-35.617
-40.97	-35.875
-41.935	-36.088
-42.926	-36.284
-43.79	-36.369
-44.729	-36.604
-45.745	-36.809
-44.78	-26.356
-43.866	-22.401
-42.901	-18.758
-41.986	-15.613
-41.021	-12.406
-40.081	-9.497
-39.065	-6.8547
-38.176	-4.3904
-37.262	-1.9617
-36.246	0.39589
-35.331	2.4109
-34.315	4.5327
-33.452	5.9873
-32.512	7.4552
-31.42	9.0121
-30.531	10.093
-29.616	11.214
-28.651	11.623
-27.686	12.798
-26.772	13.803
-25.781	14.924
-24.867	15.902
-23.927	16.93
-22.936	17.873
-22.022	18.785
-21.031	19.715
-20.091	20.537
-19.177	21.307
-18.161	22.388
-17.221	23.051
-16.307	23.54
-15.316	24.087
-14.402	24.643
-13.462	25.208
-12.471	25.733
-11.557	26.218
-10.566	26.752
-9.6266	27.139
-8.6868	27.543
-7.6962	27.939
-6.7564	28.317
-5.842	28.687
-4.8514	28.985
-3.9116	29.274
-3.048	29.585
-2.0574	29.856
-1.1176	30.066
-0.1778	30.622
