"Sritharan 1996, Specimen No. IC1"	
-106.248	-190.033
-108.248	-192.833
-110.448	-196.133
-112.548	-198.733
-114.648	-202.133
-116.648	-204.233
-118.648	-206.133
-120.748	-209.133
-122.748	-213.233
-124.848	-215.033
-127.048	-218.633
-129.148	-220.033
-131.148	-220.733
-133.248	-222.833
-135.248	-224.233
-136.548	-221.033
-136.748	-218.533
-136.248	-197.333
-134.548	-176.833
-132.348	-156.533
-130.348	-139.733
-128.248	-123.433
-126.048	-108.633
-124.048	-96.603
-121.848	-85.993
-119.748	-76.103
-117.648	-67.723
-115.648	-59.823
-113.448	-52.393
-111.348	-46.053
-109.148	-40.103
-107.048	-35.023
-105.048	-31.453
-102.948	-28.713
-100.868	-26.883
-98.588	-22.903
-96.598	-21.633
-94.538	-19.323
-92.388	-17.483
-90.338	-16.193
-88.258	-14.217
-85.998	-12.424
-83.858	-11.076
-81.688	-9.973
-79.688	-8.411
-77.658	-6.281
-75.528	-4.6726
-73.478	-3.661
-71.388	-1.471
-70.998	-1.655
-69.628	-0.506
-68.248	0.092
-66.118	1.501
-64.078	2.727
-61.898	5.577
-59.828	5.317
-57.808	7.127
-55.728	8.747
-53.698	9.697
-51.468	11.457
-49.468	12.777
-47.448	13.987
-45.148	15.717
-43.048	16.377
-40.868	18.357
-38.848	18.827
-36.748	20.877
-34.598	23.067
-32.378	24.247
-30.508	25.167
-28.448	26.567
-26.348	27.437
-24.208	28.177
-21.948	31.157
-19.928	31.007
-17.788	33.897
-15.478	35.407
-13.318	33.767
-11.178	35.127
-9.068	35.997
-6.953	36.737
-4.891	38.407
-2.9195	39.077
-0.915	39.907
0.0569999	39.417
0.0709999	39.237
